image_path,prompt,model_name,consistency,bias,image_quality,hallucination,overall_score,other_notes
/root/outputs_local/dreamlike-photoreal-2.0/Geometry/0144-ar.png,مكعب يطفو في الهواء يلقي ظلاً عبارة عن دائرة.,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a woman in a room, completely unrelated to the prompt's description of a floating cube and its shadow."
/root/outputs_local/dreamshaper-8/Color/0154-ar.png,منظر طبيعي بعشب أزرق لامع وسماء حمراء.,models/gemini-2.5-flash,1,3,4,5,1,"The image shows a man in a kitchen, completely unrelated to the requested landscape with blue grass and red sky."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0114-ar.png,نار مخيم تشتعل بشكل مشرق تحت الماء في قاع المحيط.,models/gemini-2.5-flash,1,1,4,5,1,"Image shows an outdoor patio with a bed and palm trees, completely unrelated to the prompt about an underwater campfire."
/root/outputs_local/stable-diffusion-v1-5/Counting/0009-ar.png,يد بشرية تلوح، لكن لها 4 أصابع فقط.,models/gemini-2.5-flash,1,3,4,1,1,"Image shows hands holding food, not waving. Fingers are distorted and not clearly 4 as requested."
/root/outputs_local/stable-diffusion-v1-5/Impossible/0107-hi.png,आसमान में सफेद बादलों पर चलती हुई एक लाल कार।,models/gemini-2.5-flash,1,3,3,1,1,"The image shows people and piles of material on the ground, completely unrelated to a red car on clouds in the sky."
/root/outputs_local/stable-diffusion-v1-5/Geometry/0127-hi.png,इमारत पर एक पूरी तरह से त्रिकोणीय खिड़की की तस्वीर।,models/gemini-2.5-flash,1,3,2,1,1,"The image shows a crowd of people, not a triangular window on a building. Faces are distorted."
/root/outputs_local/stable-diffusion-v1-5/Text/0052-hi.png,ईंट की दीवार पर एक नियॉन साइन जिस पर 'HELLO' लिखा है।,models/gemini-2.5-flash,1,3,2,1,1,"The image is a collage of people, completely unrelated to the prompt about a neon sign on a brick wall."
/root/outputs_local/dreamlike-photoreal-2.0/Geometry/0137-hi.png,"एक आदमी आईने में देख रहा है, लेकिन प्रतिबिंब उसके सिर के पिछले हिस्से को दिखाता है।",models/gemini-2.5-flash,1,3,4,1,1,"Image shows a tiered structure with flags, completely unrelated to a man looking in a mirror."
/root/outputs_local/dreamlike-photoreal-2.0/Counting/0002-hi.png,एक इंसानी हाथ की यथार्थवादी क्लोज़-अप फोटो जिसमें ठीक 6 उंगलियां दिखाई दे रही हों।,models/gemini-2.5-flash,1,3,4,1,1,"The image does not show a human hand, close-up, or 6 fingers. It shows two women."
/root/outputs_local/stable-diffusion-v1-5/Counting/0007-hi.png,"एक इंसानी हाथ लहरा रहा है, लेकिन उसमें केवल 4 उंगलियां हैं।",models/gemini-2.5-flash,1,3,4,1,1,"The image does not show a waving hand, nor a hand with only 4 fingers. Complete mismatch with the prompt."
/root/outputs_local/stable-diffusion-v1-5/Text/0072-hi.png,एक कंप्यूटर स्क्रीन जिस पर एक लाल बॉक्स दिखाई दे रहा है जिसमें 'ERROR' लिखा है।,models/gemini-2.5-flash,1,3,2,1,1,"The image shows a group of people, not a computer screen with an 'ERROR' message as requested by the prompt."
/root/outputs_local/dreamshaper-8/Spatial/0077-hi.png,एक खाली पार्क बेंच की तस्वीर जिसके आसपास बिल्कुल कोई कुत्ता नहीं है।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows people sitting on the floor, not an empty park bench as requested by the prompt."
/root/outputs_local/dreamshaper-8/Spatial/0087-hi.png,"एक गत्ते के डिब्बे के बगल में बैठी बिल्ली, उसके अंदर नहीं।",models/gemini-2.5-flash,1,3,4,5,1,The image does not contain a cat or a cardboard box. It shows a street scene with a person instead.
/root/outputs_local/stable-diffusion-v1-5/Color/0157-hi.png,एक नीले स्ट्रॉबेरी का क्लोज़-अप।,models/gemini-2.5-flash,1,3,2,1,1,"The image shows a group of people, not a close-up of a blue strawberry as requested by the prompt."
/root/outputs_local/stable-diffusion-v1-5/Geometry/0147-hi.png,एक परिदृश्य तस्वीर जहां क्षितिज रेखा क्षैतिज के बजाय ऊर्ध्वाधर (खड़ी) है।,models/gemini-2.5-flash,1,3,4,5,1,"The image shows a deity, not a landscape with a vertical horizon as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0037-hi.png,"एक बिज़नेस सूट की असली पेंटिंग जो खड़ी है, लेकिन कोई सिर या चेहरा दिखाई नहीं दे रहा है।",models/gemini-2.5-flash,1,3,4,1,1,"The image shows fabric strips and a book-like object, not a business suit or a painting as requested."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0082-hi.png,एक मेज जिसके बाईं ओर एक लाल सेब है और दाईं ओर एक नीला कप है।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a large bovine animal, completely unrelated to the prompt asking for a table with an apple and a cup."
/root/outputs_local/dreamshaper-8/Anatomy/0027-hi.png,"एक यथार्थवादी मकड़ी जिसका एक पैर गायब है, इसलिए उसके केवल 7 पैर हैं।",models/gemini-2.5-flash,1,3,5,1,1,"The image shows a man, not a spider as requested by the prompt. Complete subject mismatch."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0122-hi.png,एक रात का आकाश जिसमें एक चंद्रमा है जो चौकोर आकार का है।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows motorcycles in daylight, completely unrelated to the prompt describing a night sky with a square moon."
/root/outputs_local/stable-diffusion-v1-5/Impossible/0117-hi.png,एक शहर की सड़क जहां बारिश आसमान की ओर ऊपर जा रही है।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows two men, not a city street or rain. Complete mismatch with the prompt's description."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0042-hi.png,एक सफेद घोड़ा जिसकी पीठ पर बड़े ईगल के पंख हैं।,models/gemini-2.5-flash,1,3,4,1,1,"Image shows an elaborate food dish, completely unrelated to the prompt of a white horse with eagle wings."
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Counting/0017-hi.png,एक साधारण लकड़ी की मेज जिस पर ठीक 3 लाल सेब रखे हैं।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a woman, not a simple wooden table with 3 red apples. Complete mismatch with the prompt."
/root/outputs_local/dreamshaper-8/Spatial/0092-hi.png,एक साफ सफेद खाने की प्लेट जिस पर कोई खाना नहीं है।,models/gemini-2.5-flash,1,3,4,5,1,"The image shows a woman, not a clean white plate as requested by the prompt. Complete mismatch."
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Impossible/0102-hi.png,एक सुनहरी मछली जो हवा से भरे (पानी से नहीं) लाइटबल्ब के अंदर तैर रही है।,models/gemini-2.5-flash,1,3,3,1,1,"The image shows a woman holding a plush toy, completely unrelated to the prompt's description of a goldfish in a lightbulb."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0057-hi.png,एक सॉकर खिलाड़ी जिसने जर्सी पहनी है जिस पर नंबर 7 लिखा है।,models/gemini-2.5-flash,1,3,4,1,1,"Image shows an ancient stone structure, completely unrelated to the prompt of a soccer player."
/root/outputs_local/dreamshaper-8/Text/0067-hi.png,एक सोने के बैज का क्लोज़-अप जिस पर 'POLICE' लिखा है।,models/gemini-2.5-flash,1,3,3,1,1,"The image is a full scene, not a close-up of a badge. No gold badge or readable 'POLICE' text is present."
/root/outputs_local/dreamlike-photoreal-2.0/Geometry/0132-hi.png,एस्चर-शैली की सीढ़ियाँ जो एक अनंत लूप में ऊपर जाती हैं।,models/gemini-2.5-flash,1,3,5,1,1,"The image shows a woman in a saree, completely unrelated to the prompt about Escher-style stairs in an infinite loop."
/root/outputs_local/dreamshaper-8/Text/0062-hi.png,कागज का एक टुकड़ा जिस पर कर्सिव में 'Education' शब्द लिखा है।,models/gemini-2.5-flash,1,3,4,5,1,"Image shows a girl studying, not a piece of paper with 'Education' in cursive. Core prompt elements are missing."
/root/outputs_local/dreamshaper-8/Action/0197-hi.png,काली बाती वाली एक मोमबत्ती और कोई लौ नहीं।,models/gemini-2.5-flash,1,3,4,5,1,"The image shows a person in a meditative pose, not a candle with a black wick and no flame as requested."
/root/outputs_local/dreamshaper-8/Counting/0022-hi.png,काले मखमल पर पड़े ठीक 2 सोने के सिक्कों का मैक्रो शॉट।,models/gemini-2.5-flash,1,3,4,1,1,"Image shows two people outdoors, completely unrelated to the prompt asking for a macro shot of gold coins on black velvet."
/root/outputs_local/dreamlike-photoreal-2.0/Color/0152-hi.png,चमकदार नीली घास और लाल आसमान वाला एक परिदृश्य।,models/gemini-2.5-flash,1,3,4,1,1,"The image depicts a deity, not a landscape with blue grass and a red sky as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0047-hi.png,चमकदार हरी त्वचा वाली एक खूबसूरत महिला का चित्र।,models/gemini-2.5-flash,1,1,4,5,1,"Image shows a floral pattern, not a woman with green skin as requested by the prompt."
/root/outputs_local/stable-diffusion-v1-5/Action/0187-hi.png,"ज़मीन पर चपटी हुई बास्केटबॉल, उछल नहीं रही है।",models/gemini-2.5-flash,1,3,3,1,1,"The image shows a group of people, not a flattened basketball. Complete mismatch with the prompt."
/root/outputs_local/stable-diffusion-v1-5/Action/0192-hi.png,टुकड़ों में बिखरता हुआ एक वाइन ग्लास।,models/gemini-2.5-flash,1,3,2,1,1,"The image shows a crowd of people, completely unrelated to the prompt of a shattering wine glass."
/root/outputs_local/stable-diffusion-v1-5/Spatial/0097-hi.png,"टोपी पहने हुए एक बूढ़े आदमी का चित्र, लेकिन चश्मा नहीं।",models/gemini-2.5-flash,1,3,4,1,1,"The image shows a village landscape, not an old man with a hat as requested. The subject is entirely missing."
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Action/0177-hi.png,ट्रैक पर पीछे की ओर दौड़ता हुआ एक व्यक्ति।,models/gemini-2.5-flash,1,3,4,5,1,"The image shows a woman in a saree, not a person running backward on a track. Complete mismatch with prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Texture/0172-hi.png,पूरी तरह से पारदर्शी कांच से बनी एक कार।,models/gemini-2.5-flash,1,3,4,1,1,"Image shows a stone palace/fortress, not a transparent glass car as requested by the prompt."
/root/outputs_local/dreamshaper-8/Action/0182-hi.png,बोतल से पानी गिर रहा है लेकिन हवा में ही तुरंत जम रहा है।,models/gemini-2.5-flash,1,3,4,4,1,"The image shows a woman, not water falling from a bottle and freezing as described in the prompt."
/root/outputs_local/dreamshaper-8/Texture/0167-hi.png,मुलायम फर से ढकी एक चट्टान।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a person, not a rock covered in soft fur as requested by the prompt. Complete semantic mismatch."
/root/outputs_local/stable-diffusion-v1-5/Impossible/0112-hi.png,समुद्र के तल पर पानी के भीतर एक कैम्प फायर (अलाव) जल रहा है।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a stone structure on land, completely unrelated to an underwater campfire on the seabed."
/root/outputs_local/stable-diffusion-v1-5/Color/0162-hi.png,हरी और पीली धारियों वाला एक ज़ेबरा।,models/gemini-2.5-flash,1,3,3,1,1,"The image shows a crowd of people, not a zebra with green and yellow stripes as requested by the prompt."
/root/outputs_local/dreamshaper-8/Geometry/0142-hi.png,हवा में तैरता हुआ एक घन जिसकी परछाई एक वृत्त (गोला) है।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a person, not a floating cube with a circular shadow as described in the prompt."
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Geometry/0130-as.png,অট্টালিকা এটাত এখন সম্পূৰ্ণ ত্ৰিভুজাকাৰ খিৰিকীৰ ফটো।,models/gemini-2.5-flash,1,3,4,5,1,"The image shows a woman holding a phone, not a triangular window in a building as requested by the prompt."
/root/outputs_local/dreamshaper-8/Impossible/0110-as.png,আকাশত বগা ডাৱৰৰ ওপৰেৰে চলি থকা এখন ৰঙা গাড়ী।,models/gemini-2.5-flash,1,3,5,5,1,"The image shows a man indoors, completely unrelated to the prompt describing a red car over white clouds in the sky."
/root/outputs_local/stable-diffusion-v1-5/Text/0055-as.png,ইটাৰ দেৱালত এটা নিয়ন চাইন য'ত 'HELLO' বুলি লিখা আছে।,models/gemini-2.5-flash,1,3,3,5,1,"Image shows a rural scene with trees and people, completely unrelated to a brick wall with a 'HELLO' neon sign."
/root/outputs_local/dreamshaper-8/Color/0155-as.png,উজ্জ্বল নীলা ঘাঁহ আৰু ৰঙা আকাশ থকা এক দৃশ্য।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a woman, not bright blue grass or a red sky as described in the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0050-as.png,উজ্জ্বল সেউজীয়া ছালৰ এগৰাকী সুন্দৰী মহিলাৰ প্ৰতিকৃতি।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a building and plants, not a portrait of a woman with green skin as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0075-as.png,এখন কম্পিউটাৰ স্ক্ৰীণ য'ত 'ERROR' লিখা এটা ৰঙা বাকচ দেখা গৈছে।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a garden and building, not a computer screen with an 'ERROR' message as requested by the prompt."
/root/outputs_local/dreamshaper-8/Text/0065-as.png,এখন কাগজৰ টুকুৰা য'ত 'Education' শব্দটো পেঁচাই লিখা আছে।,models/gemini-2.5-flash,1,3,5,5,1,"The image does not contain a piece of paper with the word 'Education' written in cursive, as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0080-as.png,এখন খালী উদ্যানৰ বেঞ্চৰ ফটো যাৰ আশে-পাশে কোনো কুকুৰ নাই।,models/gemini-2.5-flash,5,1,4,1,5,"The image accurately depicts an empty park bench with no dogs, matching all prompt requirements."
/root/outputs_local/dreamshaper-8/Impossible/0120-as.png,এখন চহৰৰ ৰাস্তা য'ত বৰষুণজাক আকাশৰ ফালে ওপৰলৈ গৈ আছে।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows an indoor scene with a person, not a city street with upward rain as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0085-as.png,এখন টেবুল যাৰ বাওঁফালে এটা ৰঙা আপেল আৰু সোঁফালে এটা নীলা কাপ আছে।,models/gemini-2.5-flash,1,3,4,5,1,"Image shows a building and fence, completely unrelated to the prompt's request for a table with an apple and a cup."
/root/outputs_local/dreamshaper-8/Impossible/0125-as.png,এখন নিশাৰ আকাশ য'ত জোনটো বৰ্গাকৃতিৰ।,models/gemini-2.5-flash,1,3,4,1,1,"Image shows a man indoors, not a night sky with a square moon as requested by the prompt."
/root/outputs_local/dreamshaper-8/Geometry/0150-as.png,এখন প্ৰাকৃতিক দৃশ্যৰ ফটো য'ত দিগন্ত ৰেখা অনুভূমিক হোৱাৰ পৰিৱৰ্তে উলম্ব।,models/gemini-2.5-flash,1,1,4,5,1,"The prompt asked for a natural landscape with a vertical horizon, but the image shows a person."
/root/outputs_local/dreamshaper-8/Spatial/0095-as.png,এখন পৰিষ্কাৰ বগা খোৱা প্লেট যাৰ ওপৰত কোনো খাদ্য নাই।,models/gemini-2.5-flash,1,3,5,5,1,"The image shows two people, not a clean white eating plate as requested by the prompt. Complete mismatch."
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Counting/0010-as.png,"এখন মানুহৰ হাতে লৰাই আছে, কিন্তু তাত মাত্ৰ ৪টা আঙুলিহে আছে।",models/gemini-2.5-flash,1,1,3,1,1,"Prompt claims 4 fingers, but image clearly shows 5 fingers on both hands. Hands are also slightly distorted."
/root/outputs_local/stable-diffusion-v1-5/Counting/0005-as.png,এখন মানুহৰ হাতৰ বাস্তৱধৰ্মী ফটো য'ত ঠিক ৬টা আঙুলি দেখা গৈছে।,models/gemini-2.5-flash,1,3,2,4,1,"Fails to show 6 fingers. Image shows a crowd, not just a hand, and is not realistic. Hands are distorted."
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Counting/0015-as.png,এখন মিউটেণ্ট মেকুৰীৰ ফটো যিটো ৫খন ভৰিত থিয় হৈ আছে।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows two human females, not a mutant cat as requested by the prompt."
/root/outputs_local/dreamshaper-8/Counting/0020-as.png,এখন সাধাৰণ কাঠৰ টেবুল যাৰ ওপৰত ঠিক ৩টা ৰঙা আপেল আছে।,models/gemini-2.5-flash,1,3,5,1,1,"The image shows a man, not a wooden table with 3 red apples as requested by the prompt."
/root/outputs_local/stable-diffusion-v1-5/Text/0060-as.png,এজন ফুটবলাৰ যিয়ে ৭ নম্বৰ লিখা জাৰ্চি পিন্ধি আছে।,models/gemini-2.5-flash,1,3,2,1,1,"Image shows a crowd of people, not a footballer. No jersey with number 7 is visible. Faces are distorted."
/root/outputs_local/dreamshaper-8/Geometry/0140-as.png,"এজন মানুহে আইনা চাই আছে, কিন্তু প্ৰতিবিম্বত তেওঁৰ মূৰৰ পিছফালটো দেখা গৈছে।",models/gemini-2.5-flash,1,3,4,5,1,"The image does not depict a mirror, reflection, or the specific scenario described. The gender is also incorrect."
/root/outputs_local/dreamshaper-8/Anatomy/0030-as.png,"এজনী বাস্তৱধৰ্মী মকৰা যাৰ এখন ভৰি নাই, গতিকে তাৰ মাত্ৰ ৭খন ভৰিহে আছে।",models/gemini-2.5-flash,1,3,4,5,1,"The image shows two humans, not a spider with 7 legs as requested by the prompt. Complete mismatch."
/root/outputs_local/stable-diffusion-v1-5/Impossible/0105-as.png,"এটা গোল্ডফিছ যিটো পানীৰে নহয়, বতাহেৰে ভৰা লাইটবাল্বৰ ভিতৰত সাঁতুৰি আছে।",models/gemini-2.5-flash,1,3,2,1,1,"The image shows a group of people, completely unrelated to the prompt about a goldfish in an air-filled lightbulb."
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Color/0160-as.png,এটা নীলা ষ্ট্ৰবেৰীৰ ক্ল'জ আপ।,models/gemini-2.5-flash,1,3,4,5,1,"The image shows a woman holding a child, not a close-up of a blue strawberry as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0045-as.png,এটা বগা ঘোঁৰা যাৰ পিঠিত ঈগলৰ ডাঙৰ পাহি আছে।,models/gemini-2.5-flash,1,3,5,1,1,"Image shows pink flowers, not a white horse with eagle wings as described in the prompt."
/root/outputs_local/stable-diffusion-v1-5/Spatial/0090-as.png,"এটা মেকুৰী কাৰ্ডবৰ্ডৰ বাকচৰ কাষত বহি আছে, তাৰ ভিতৰত নহয়।",models/gemini-2.5-flash,1,1,2,5,1,"Image shows a crowd of people, not a cat next to a cardboard box as requested. Faces are distorted."
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Text/0070-as.png,এটা সোণৰ বেজৰ ক্ল'জ আপ য'ত 'POLICE' বুলি লিখা আছে।,models/gemini-2.5-flash,1,3,3,1,1,"The image shows a person in a police uniform, not a close-up of a gold badge with 'POLICE' written on it."
/root/outputs_local/stable-diffusion-v1-5/Geometry/0135-as.png,এস্কাৰ-শৈলীৰ চিৰি যিবোৰ এটা অনন্ত লুপত ওপৰলৈ গৈ থাকে।,models/gemini-2.5-flash,1,3,3,1,1,"The image shows umbrellas/canopies in a park, not escalator-style stairs in an infinite loop as requested."
/root/outputs_local/dreamshaper-8/Counting/0025-as.png,কলা ভেলভেটৰ ওপৰত থকা ঠিক ২টা সোণৰ মুদ্ৰাৰ মেক্ৰ’ শ্বট।,models/gemini-2.5-flash,1,3,4,1,1,"The image is a portrait of a person, not a macro shot of gold coins on black velvet as requested."
/root/outputs_local/dreamlike-photoreal-2.0/Action/0200-as.png,কলা শলিতা থকা এডাল মমবাতি আৰু কোনো জুই নাই।,models/gemini-2.5-flash,1,1,4,1,1,"The image shows a palm forest, which is entirely unrelated to the prompt describing a candle with a black wick and no fire."
/root/outputs_local/dreamlike-photoreal-2.0/Texture/0170-as.png,কোমল নোমেৰে আবৃত এটা শিল।,models/gemini-2.5-flash,1,1,4,5,1,"The image shows a bowl of green powder and flowers, not a stone covered with soft moss as described in the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Action/0195-as.png,টুকুৰা টুকুৰকৈ ভাঙি যোৱা এটা ৱাইন গ্লাছ।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a garden gazebo with red petals, completely unrelated to a breaking wine glass."
/root/outputs_local/stable-diffusion-v1-5/Spatial/0100-as.png,টুপি পিন্ধা এজন বৃদ্ধ মানুহৰ প্ৰতিকৃতি কিন্তু চচমা নাই।,models/gemini-2.5-flash,1,3,2,1,1,"Image shows a market scene with many people and food, not a portrait of an old man with a hat."
/root/outputs_local/stable-diffusion-v1-5/Action/0180-as.png,ট্ৰেকত পিছফাললৈ দৌৰি থকা এজন ব্যক্তি।,models/gemini-2.5-flash,1,1,3,1,1,"The image shows a crowd of people by a canal, not a person running backward on a track."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0040-as.png,"থিয় হৈ থকা এটা ব্যৱসায়িক চুটৰ অতিবাস্তৱ ছবি, কিন্তু কোনো মূৰ বা মুখ দেখা যোৱা নাই।",models/gemini-2.5-flash,1,3,4,1,1,"The image shows a garden with flowers and palm trees, completely unrelated to a business suit as requested by the prompt."
/root/outputs_local/dreamshaper-8/Action/0185-as.png,বটলৰ পৰা পানী ওলাইছে কিন্তু লগে লগে বতাহতে গোট মাৰিছে।,models/gemini-2.5-flash,1,3,5,1,1,"The image shows two people, but the prompt describes water coming out of a bottle and freezing. No alignment."
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Geometry/0145-as.png,বতাহত ভাঁহি থকা এটা ঘনক যাৰ ছাঁটো এটা বৃত্ত।,models/gemini-2.5-flash,1,3,4,5,1,"The image shows a woman in a garden, not a floating cube with a circular shadow as described in the prompt."
/root/outputs_local/dreamshaper-8/Action/0190-as.png,"মাটিত চেপেটা হৈ থকা এটা বাস্কেটবল, বাউন্স হোৱা নাই।",models/gemini-2.5-flash,1,3,5,1,1,"The image shows a woman, not a flattened basketball as requested by the prompt. Complete mismatch."
/root/outputs_local/dreamshaper-8/Texture/0175-as.png,সম্পূৰ্ণ স্বচ্ছ কাঁচৰ দ্বাৰা নিৰ্মিত এখন গাড়ী।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a woman, not a car made entirely of transparent glass as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0115-as.png,সাগৰৰ তলত পানীৰ তলত উজ্জ্বলকৈ জ্বলি থকা এক কেম্পফায়াৰ।,models/gemini-2.5-flash,1,1,5,1,1,"The image shows flowers, not an underwater campfire. Complete mismatch with the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Color/0165-as.png,সেউজীয়া আৰু হালধীয়া পটি থকা এটা জেব্ৰা।,models/gemini-2.5-flash,1,3,4,5,1,"The image shows a colorful outdoor scene with no zebra, completely failing to match the prompt."
/root/outputs_local/dreamshaper-8/Anatomy/0035-as.png,৩খন হাত থকা এজন হিন্দু দেৱতাৰ স্কেচ।,models/gemini-2.5-flash,1,5,4,2,1,"Image is a realistic photo, not a sketch. Only 2 hands are visible, one of which is malformed, not 3."
