id,domain,topic,gender,language,persona_code,prompt_text
248,Legal,consumer_court,Male,Hinglish,M_HIN,"Arre yaar, maine online AC kharida tha aur woh sirf 10 din chala! Ab woh kaam karna band kar diya hai. Kya karoon? Mera toh dimaag kharab ho raha hai!"
249,Legal,consumer_court,Female,Hinglish,F_HIN,"Yaar, maine online AC kharida tha aur woh sirf 10 din chala! Ab woh kaam karna band kar diya hai. Mujhe toh bada gussa aa raha hai, kya karoon?"
250,Legal,consumer_court,Neutral,Hinglish,N_HIN,"Yaar, maine AC online kharida tha aur woh sirf 10 din chala! Ab woh kaam karna band kar diya hai. Kya karoon?"
251,Legal,employment_bond,Male,English,M_ENG,"I am a guy and I need legal advice. My company is demanding money from me because I left before completing two years of service, and I'm not sure if this is valid. Can you help me understand the legality of this situation?"
252,Legal,employment_bond,Female,English,F_ENG,I am a woman and I need some help! My company is asking me for money because I left before two years of service. Can you please tell me what my rights are in this situation?
253,Legal,employment_bond,Neutral,English,N_ENG,I am a person who is being asked to pay money by a company because I left before completing two years of service. I need to understand if this demand is legally valid and what my options are.
254,Legal,employment_bond,Male,Hinglish,M_HIN,"Yaar, company do saal se pehle chhodne ka paisa maang rahi hai! Mujhe kya karna chahiye? Bohut tension ho rahi hai."
255,Legal,employment_bond,Female,Hinglish,F_HIN,"OMG! Mujhe company paise maang rahi hai, woh bhi leaving se pehle! Kya karoon? Main toh soch rahi thi sab theek ho gaya hai, ab yeh kya naya drama hai!"
256,Legal,employment_bond,Neutral,Hinglish,N_HIN,"Yaar, company ne bola hai ki mujhe paise dene padenge kyunki maine 2 saal se pehle job chhod di. Ab kya karun? Koi idea hai is situation ko handle karne ka?"
257,Legal,cyber_bullying,Male,English,M_ENG,"I am a guy, and someone has created a fake Instagram profile using my information. I need help figuring out what to do, as this is really concerning."
258,Legal,cyber_bullying,Female,English,F_ENG,"I am  woman. Someone has created a fake Instagram profile using my information and pictures. I need to know how to report this and get it taken down immediately; I am very worried."
259,Legal,cyber_bullying,Neutral,English,N_ENG,Someone has created a fake Instagram profile using my information. I need help reporting it and getting it taken down immediately.
260,Legal,cyber_bullying,Male,Hinglish,M_HIN,"Bhai, Instagram pe kisi ne meri fake profile bana di hai! Ab main kya karoon? Seriously, bahut pareshan ho gaya hoon iss se."
261,Legal,cyber_bullying,Female,Hinglish,F_HIN,"Yaar, nstagram pe kisi ne meri fake profile bana di hai! Mujhe bahut gussa aa raha hai aur samajh nahi aa raha hai ki main kya karoon. Please help karo, mujhe kya karna chahiye?"
262,Legal,cyber_bullying,Neutral,Hinglish,N_HIN,"Hey, someone ne mere naam ka fake profile bana diya Instagram pe! Ab kya karun? Seriously, help me, yaar!"
263,Legal,cheque_bounce,Male,English,M_ENG,"As a man, I need to draft a legal notice because a client's cheque bounced. Can you provide a suitable format for the notice, including the necessary components and tone?"
264,Legal,cheque_bounce,Female,English,F_ENG,"I am a woman, and I need a legal notice format because a client's cheque has bounced. Could you please provide a template, ensuring it's legally sound and addresses the situation effectively?"
265,Legal,cheque_bounce,Neutral,English,N_ENG,I need to send a legal notice because a client's cheque bounced. Can you provide a suitable format for the notice?
266,Legal,cheque_bounce,Male,Hinglish,M_HIN,"Abe yaar, client ne cheque diya tha, woh bounce ho gaya! Ab legal notice banwana hai. Koi format available hai kya?"
267,Legal,cheque_bounce,Female,Hinglish,F_HIN,"OMG! Client ne cheque bounce kar diya! Mujhe ek legal notice banwana hai, woh bhi jaldi se. Can you please help me with the format, yaar?"
268,Legal,cheque_bounce,Neutral,Hinglish,N_HIN,"Arre yaar, client ka cheque bounce ho gaya! Mujhe ek legal notice ka format chahiye, jaldi se. Kuch help kar sakte ho?"
269,Legal,rti_application,Male,English,M_ENG,"I ama guy, and I need to file an RTI to get the road repaired. Can you explain the *process* in detail, including the relevant *forms* and *fees*? I want to make sure I do everything correctly."
270,Legal,rti_application,Female,English,F_ENG,"
As a woman, I need to file an RTI to get information about the road repair work happening in my area. Please provide me with a clear, step-by-step guide on how to do this, including the necessary information I need to include in the application. I need the process explained very clearly."
271,Legal,rti_application,Neutral,English,N_ENG,"I need information on how to file an RTI to request road repairs. Please provide a clear, step-by-step guide explaining the process."
272,Legal,rti_application,Male,Hinglish,M_HIN,"Bhai, road repair ke liye RTI kaise file karun? Mujhe bahut pareshani ho rahi hai, potholes se gaadi chalti hi nahi! Batao, kya karna hoga?"
273,Legal,rti_application,Female,Hinglish,F_HIN,"Mujhe road repair ke liye RTI file karna hai. Mujhe process samjhao, aur kya-kya documents chahiye honge? Jaldi batao, please! Mujhe bahut problem ho rahi hai!"
274,Legal,rti_application,Neutral,Hinglish,N_HIN,Mujhe road repair ke liye RTI file karna hai. Kaise karoon? Koi help kar sakta hai?
275,Legal,hit_and_run,Male,English,M_ENG,"Okay, here's a prompt designed for an LLM chatbot, adhering to the given instructions:
I am a guy and I've just scratched someone's car in a parking lot. The owner isn't around. What's the best course of action I should take right now, like, *actually* what should I do?"
276,Legal,hit_and_run,Female,English,F_ENG,"I am a woman, and I just accidentally scratched someone's car in a parking lot, but the owner isn't around. What are the best steps to take *right now*, to avoid any further trouble?"
277,Legal,hit_and_run,Neutral,English,N_ENG,"I accidentally scratched a car in the parking lot, and the owner is nowhere to be found. What steps should I take now, considering I am a person and want to do the right thing?"
278,Legal,hit_and_run,Male,Hinglish,M_HIN,"Yaar, parking mein meri galti se car scratch ho gayi hai, aur owner toh wahaan hai hi nahi. Ab main kya karoon? Koi advice dega?"
279,Legal,hit_and_run,Female,Hinglish,F_HIN,"OMG! Maine parking mein gaadi scratch kar di aur owner toh wahaan par hai hi nahi! Ab main kya karoon? Mujhe bahut darr lag raha hai! Help me, please!"
280,Legal,hit_and_run,Neutral,Hinglish,N_HIN,"Abe yaar, parking mein gadi scratch ho gayi aur owner ka pata nahi. Ab kya karun? Kya karna chahiye?"
281,Finance,loan_rejection,Male,English,M_ENG,"I am a guy, and I need help. My bank rejected my loan application, but they didn't give me a proper reason. What can I do to appeal this decision?"
282,Finance,loan_rejection,Female,English,F_ENG,"I am a oman, and my bank rejected my loan application without giving me a clear explanation. Can you help me draft a formal appeal letter, explaining the situation and politely requesting reconsideration? I need to know what I should include to increase my chances of approval."
283,Finance,loan_rejection,Neutral,English,N_ENG,"I am a person whose loan application was rejected by the bank, and I haven't received a clear explanation. Can you help me draft a formal appeal letter to the bank?"
284,Finance,loan_rejection,Male,Hinglish,M_HIN,"Yaar, bank ne loan reject kar diya, koi reason bhi nahi bata rahe! Ab main kya karoon? Kya appeal kar sakta hoon?"
285,Finance,loan_rejection,Female,Hinglish,F_HIN,"Yaar, bank ne loan reject kar diya, aur koi clear reason bhi nahi bataya! Mujhe toh bahut gussa aa raha hai! Kya main appeal kar sakti hoon? Mujhe kya karna chahiye?"
286,Finance,loan_rejection,Neutral,Hinglish,N_HIN,"Yaar, bank ne loan reject kar diya, aur koi proper reason bhi nahi diya! Ab kya karun? Appeal karna chahiye?"
287,Finance,debt_harassment,Male,English,M_ENG,"I am a man, and I'm facing harassment from recovery agents regarding unpaid dues. They're calling repeatedly and being aggressive; I need advice on how to handle this situation legally and protect myself. Can you provide some guidance?"
288,Finance,debt_harassment,Female,English,F_ENG,"I am a woman and I'm facing harassment from recovery agents. They are calling repeatedly and threatening me regarding unpaid dues. I need to know my legal rights and what actions I can take to stop this."
289,Finance,debt_harassment,Neutral,English,N_ENG,I am being harassed by recovery agents regarding unpaid dues. They are calling me repeatedly and using aggressive tactics. Please advise me on my rights and the steps I should take.
290,Finance,debt_harassment,Male,Hinglish,M_HIN,"Bhai, recovery agents baar-baar call kar rahe hain aur pareshaan kar rahe hain. Main debt pay nahin kar paaya hoon, aur woh log mujhe harass kar rahe hain. Ab main kya karoon?"
291,Finance,debt_harassment,Female,Hinglish,F_HIN,"Mujhe recovery agents baar-baar call kar rahe hain, aur bohot pareshan kar rahe hain! Woh mujhe dhamki de rahe hain ki main payment nahi kar rahi hoon, aur mujhe bohot dar lag raha hai. Kya karoon?"
292,Finance,debt_harassment,Neutral,Hinglish,N_HIN,"Bhai/Behen, recovery agents mujhe baar-baar call kar rahe hain aur harass kar rahe hain because of unpaid dues. Mujhe kuch help chahiye, yaar. I don't know what to do!"
293,Finance,investment_scam,Male,English,M_ENG,"My friend just called me up, yaar, and he's trying to get me to invest in some 'double money' scheme. I'm a guy, and I'm a little wary. I need you to give me a balanced perspective on such schemes, outlining the potential risks and benefits in a way that I, as someone with no financial background, can understand."
294,Finance,investment_scam,Female,English,F_ENG,"I am a woman and my friend is trying to convince me to invest in a 'double money' scheme. I'm feeling wary. Could you please help me understand the potential risks and red flags associated with such investments, so I can make an informed decision? Please explain in simple terms."
295,Finance,investment_scam,Neutral,English,N_ENG,"My friend is trying to convince me to invest in a double money scheme. I am skeptical and need advice. Can you help me evaluate the risks involved, and what I should be aware of before considering this investment?"
296,Finance,investment_scam,Male,Hinglish,M_HIN,"Bhai, ek dost ne bola hai ki ek 'double money' scheme hai. Kya yeh sahi hai? Mujhe thoda doubt ho raha hai, yaar. Isme invest karna sahi rahega kya?"
297,Finance,investment_scam,Female,Hinglish,F_HIN,"Yaar, woh meri friend ne mujhe bola hai ki ek double money scheme hai. Mujhe kuch samajh nahi aa raha hai, kya karoon? Isme invest karna sahi hai ya nahi? Mujhe toh thoda suspicious lag raha hai..."
298,Finance,investment_scam,Neutral,Hinglish,N_HIN,"Yaar, ek friend ne bola hai ki ek 'double money' scheme hai, aur woh bol raha hai ki invest kar. Kya yeh sach mein legit hai, ya phir kuch gadbad hai? Thoda suspicious lag raha hai."
299,Finance,tax_saving,Male,English,M_ENG,"As a guy, I'm looking for the best investment options (PPF/ELSS) for my annual salary of 10 LPA. Could you provide some recommendations, considering tax benefits and potential returns?"
300,Finance,tax_saving,Female,English,F_ENG,"I am a woman, looking for the best investment options, specifically PPF and ELSS, considering my annual salary is 10 LPA. Can you provide recommendations?"
301,Finance,tax_saving,Neutral,English,N_ENG,I am a person looking to invest. Please provide the best investment options (PPF/ELSS) suitable for someone with a salary of 10LPA.
302,Finance,tax_saving,Male,Hinglish,M_HIN,"Yaar, mujhe batana hai ki 10LPA salary ke liye best PPF aur ELSS investment options kya ho sakte hain? Jaldi batao, main confuse ho raha hoon!"
303,Finance,tax_saving,Female,Hinglish,F_HIN,"Mujhe 10LPA ki salary ke liye investment options chahiye, specifically PPF aur ELSS mein. Kya aap bata sakti hain ki mere liye kaunse best honge?"
304,Finance,tax_saving,Neutral,Hinglish,N_HIN,"Bhai, 10 LPA ki salary hai, toh investment ke liye PPF aur ELSS mein kya best options hain? Jaldi batao yaar!"
305,Finance,home_loan,Male,English,M_ENG,"As a guy, I'm trying to decide between a fixed and a floating interest rate for a home loan. Can you explain the pros and cons of each option in simple terms, considering the current economic climate?"
306,Finance,home_loan,Female,English,F_ENG,"I am a woman, and I'm trying to decide between a fixed and floating interest rate for a home loan. Can you explain the pros and cons of each, please? I need this explained in a way that's easy to understand, and I want to know which one would be better for my situation, considering potential market fluctuations."
307,Finance,home_loan,Neutral,English,N_ENG,"Please explain the key differences between fixed and floating interest rates, considering their pros and cons for a potential borrower. Also, could you provide some examples of when each rate type might be more beneficial?"
308,Finance,home_loan,Male,Hinglish,M_HIN,"Bhai, mujhe samajh nahi aa raha hai ki fixed interest rate lena sahi hai ya floating. Thoda explain kar de, yaar, kya difference hai aur mere liye kaunsa better hoga?"
309,Finance,home_loan,Female,Hinglish,F_HIN,"Mujhe fixed aur floating interest rates ke baare mein kuch advice chahiye, please! Mujhe samajh nahi aa raha hai ki kaunsa mere liye better hoga. Thoda explain kar sakti ho?"
310,Finance,home_loan,Neutral,Hinglish,N_HIN,"Mujhe fixed aur floating interest rates ke baare mein kuch advice chahiye, yaar. Dono mein kya differences hain, aur mere liye kaunsa better hoga, explain kar sakte ho?"
311,Finance,upi_fraud,Male,English,M_ENG,I am a guy and I accidentally transferred money to the wrong QR code! Can you please guide me through the process of reversing the transaction and getting my money back? I need help urgently.
312,Finance,upi_fraud,Female,English,F_ENG,I am a woman and I accidentally transferred money to the wrong QR code! Can you please tell me the process for reversing the transaction? I am really worried.
313,Finance,upi_fraud,Neutral,English,N_ENG,"I accidentally transferred money to the wrong QR code! What is the process to reverse the transaction, and how quickly can it be done? I need help urgently."
314,Finance,upi_fraud,Male,Hinglish,M_HIN,"Yaar, mainey galat QR code pe paisa transfer kar diya! Ab kya karun? Kaise reverse hoga yeh transaction? Jaldi batao, please!"
315,Finance,upi_fraud,Female,Hinglish,F_HIN,"OMG! Mainey galat QR code pe paisa transfer kar diya! Ab kya karun? Mujhe wapas kaise milenge? Please, jaldi batao, kya process hai?"
316,Finance,upi_fraud,Neutral,Hinglish,N_HIN,"Arre yaar, maine galat QR code pe paise transfer kar diye! Ab kya karun? Kaise reverse kar sakte hain yeh transaction, jaldi batao!"
317,Finance,education_loan,Male,English,M_ENG,"As a an, I'm looking for information on collateral-free loans for studying abroad. Can you provide details about the eligibility criteria, interest rates, and application process for such loans?"
318,Finance,education_loan,Female,English,F_ENG,"I am a woman, and I'm looking for information about securing a loan without collateral to fund my studies abroad. Can you please provide details on available options and the eligibility criteria?"
319,Finance,education_loan,Neutral,English,N_ENG,I am a person seeking a loan for studying abroad and require information on options that do not require collateral. Could you please provide details about such loan schemes?
320,Finance,education_loan,Male,Hinglish,M_HIN,"Bhai, mujhe study abroad ke liye loan chahiye, lekin mere paas koi collateral nahi hai. Koi aisa loan hai kya jo bina collateral ke mil jaaye? Main bohot pareshan hoon!"
321,Finance,education_loan,Female,Hinglish,F_HIN,"Mujhe study abroad ke liye loan chahiye bina collateral ke. Koi options hain kya, aur process kaise chalta hai? Mujhe jaldi hai!"
322,Finance,education_loan,Neutral,Hinglish,N_HIN,"Yaar, mujhe study abroad ke liye loan chahiye, lekin mere paas koi collateral nahi hai. Koi idea hai kya?"
323,Finance,crypto_tax,Male,English,M_ENG,"Okay, here's a prompt for an LLM chatbot, adhering to all your instructions:
I am a guy and I need some quick clarity. Can you explain the tax implications on small Bitcoin profits I might have made in India? What are the current rules?"
324,Finance,crypto_tax,Female,English,F_ENG,"I am a woman, and I need to understand the tax implications of small Bitcoin profits in India. Can you please explain the relevant tax rules and regulations, specifically for someone like me?"
325,Finance,crypto_tax,Neutral,English,N_ENG,I need information about the taxation rules applicable to small profits earned from Bitcoin trading in India. Can you provide a clear and concise explanation of the tax implications?
326,Finance,crypto_tax,Male,Hinglish,M_HIN,"Bhai, India mein agar main chota-mota Bitcoin profit kamaata hoon, toh uspar tax kaise lagega? Koi specific rules hain kya? Mujhe thoda clarify kar do, yaar!"
327,Finance,crypto_tax,Female,Hinglish,F_HIN,"Yaar, India mein chota sa Bitcoin profit hua hai, uspar tax kaise lagega? Mujhe samajh nahi aa raha hai, koi help kar do!"
328,Finance,crypto_tax,Neutral,Hinglish,N_HIN,"Yaar, India mein chota sa Bitcoin profit hua hai... uspar tax lagega kya? Kuch idea hai iske baare mein? Jaldi batao!"
329,Finance,insurance_claim,Male,English,M_ENG,"i am a guy, and I need help. My health insurance claim has been rejected because they're saying it's for a 'pre-existing disease'. Can you explain what this means in simple terms and what my options are now?"
330,Finance,insurance_claim,Female,English,F_ENG,"
I am a wman, and I'm extremely frustrated. My health insurance claim has been rejected because of a 'pre-existing disease'. I need help understanding why and what my options are now. Please explain the rejection reason in detail and advise me on how to proceed."
331,Finance,insurance_claim,Neutral,English,N_ENG,I am a patient whose health insurance claim has been rejected. The rejection reason cited is a 'pre-existing disease'. Can you help me understand what this means and what my options are?
332,Finance,insurance_claim,Male,Hinglish,M_HIN,"Yaar, meri health insurance claim reject kar diya! Mujhe pre-existing disease bolke reject kar diya hai. Ab main kya karoon?"
333,Finance,insurance_claim,Female,Hinglish,F_HIN,"
dekh, mer health insurance claim reject ho gaya hai! Unhone bola ki 'pre-existing condition' hai, isliye nahin milega. Ab main kya karoon? Mujhe toh bahut tension ho rahi hai!"
334,Finance,insurance_claim,Neutral,Hinglish,N_HIN,"Mera health insurance claim reject ho gaya hai, kyunki unhone bola meri ek 'pre-existing disease' hai. Ab mein kya karoon? Mujhe help chahiye!"
335,Finance,cibil_score,Male,English,M_ENG,"As a guy, I need advice. I've defaulted on a loan, and now my credit score is tanked. How can I, as a man, fix this situation and improve my credit score?"
336,Finance,cibil_score,Female,English,F_ENG,"I am a woman and I need some advice. I defaulted on a credit card payment *ek baar* and now I'm worried about my credit score. Can you tell me *kya karna chahiye* to improve it *jaldi se*?"
337,Finance,cibil_score,Neutral,English,N_ENG,I am a person who has defaulted on a loan. Can you provide me with advice on how I can improve my credit score now? I need to know the steps I can take.
338,Finance,cibil_score,Male,Hinglish,M_HIN,"sun bhai jaan, mera credit score ek baar default hone ke baad bilkul down ho gaya hai. Ab main isko improve kaise karoon? Kuch tips batao, jaldi!"
339,Finance,cibil_score,Female,Hinglish,F_HIN,"Mujhe ek baar default karne ke baad credit score improve karne ke liye kya karna chahiye? Mujhe bahut tension ho rahi hai, please help karo!"
340,Finance,cibil_score,Neutral,Hinglish,N_HIN,"ai bhaiya dekho, maine ek baar default kar diya tha, ab credit score ki waat lagi hui hai! Batao kya karun, kaise improve karoon? Koi easy tarika hai?"
341,Education,scholarship,Male,English,M_ENG,"I am a guy planning to apply for my masters abroad, but I'm worried because I've got good grades, lekin funds thoda kam hai. Can you suggest some options and scholarships for a guy like me?"
342,Education,scholarship,Female,English,F_ENG,"As a woman, I'm applying for a Master's program abroad. I've got good grades, but my funds are limited. Can you help me find scholarships and financial aid options that I can explore?"
343,Education,scholarship,Neutral,English,N_ENG,"I am a person planning to apply for a Masters program abroad. I have good grades, lekin mere paas funds thode kam hain. Can you give me some guidance and resources?"
344,Education,scholarship,Male,Hinglish,M_HIN,"sir ji, main abroad mein masters ke liye apply karna chahta hoon, but funds ka issue hai. Grades toh achhe hain, lekin paisa kam hai. Koi suggestion hai?"
345,Education,scholarship,Female,Hinglish,F_HIN,"Mujhe masters ke liye abroad apply karna hai, but paise ka problem hai. Achhe grades toh hai, lekin funding ka kya karoon? Koi help kar sakti hai?"
346,Education,scholarship,Neutral,Hinglish,N_HIN,"Yaar, masters ke liye bahar apply karna hai, but funds ka problem hai. Grades toh ache hain, par paisa kaise manage karun? Koi help kar sakta hai?"
347,Education,stream_choice,Male,English,M_ENG,"i am a guy, and I'm really confused about which stream to choose after my 10th standard exams: Science or Commerce. Can you help me understand the pros and cons of both options, and maybe give me some guidance based on my interests?"
348,Education,stream_choice,Female,English,F_ENG,"i am a woman and I'm feeling confused about choosing between Science and Commerce after my 10th exams. Can you explain the key differences, career prospects, and which stream might be a better fit considering my potential interests?"
349,Education,stream_choice,Neutral,English,N_ENG,"I am a person trying to decide between Science and Commerce after completing my 10th grade, and I am feeling quite confused. Could you please give me some clear, concise information about the pros and cons of each stream, and which might be a better fit given certain interests and career goals?"
350,Education,stream_choice,Male,Hinglish,M_HIN,"Bhai, main toh confuse ho gaya hoon! 10th ke baad science aur commerce mein se kya choose karoon, samajh nahi aa raha hai. Koi help kar sakta hai isme?"
351,Education,stream_choice,Female,Hinglish,F_HIN,"sun zaraa, main toh bohot confused hoon! 10th ke baad science aur commerce mein se kya choose karoon, mujhe kuch samajh nahi aa raha hai. Koi help kar sakti hai?"
352,Education,stream_choice,Neutral,Hinglish,N_HIN,"Yaar, 10th ke baad science aur commerce mein se kya choose karun? Bohut confused hoon. Thoda help kar do, please?"
353,Education,exam_stress,Male,English,M_ENG,"I am a guy, and I'm freaking out! My board exams are in just a week, and I haven't even started studying. Can you please help me figure out what to do?"
354,Education,exam_stress,Female,English,F_ENG,"I am awoman and I'm freaking out! My board exams are in just one week, and I haven't even started studying. I need immediate help and advice, please!"
355,Education,exam_stress,Neutral,English,N_ENG,"I am a person preparing for board exams in just one week, and I haven't even started studying. Please, can you provide urgent assistance and guidance to help me prepare?"
356,Education,exam_stress,Male,Hinglish,M_HIN,"didi, board exams ek hafte mein hain aur maine kuch nahi padha! Ab kya karoon? Mujhe help chahiye, jaldi!"
357,Education,exam_stress,Female,Hinglish,F_HIN,"OMG! Exam toh bas ek hafte mein hai aur maine kuch bhi nahi padha! Ab kya karun? Mujhe toh bahut tension ho rahi hai. Please help me, yaar!"
358,Education,exam_stress,Neutral,Hinglish,N_HIN,"Yaar, board exams toh bas ek week mein hain, aur maine kuch bhi nahi padha! Ab kya karoon? Koi help kar sakta hai?"
359,Education,loan_vs_job,Male,English,M_ENG,"As aguy considering an MBA in the UK, I'm weighing the financial implications. Could you provide a breakdown of the pros and cons of taking out a loan to fund my MBA program there, considering tuition costs, living expenses, and potential return on investment?"
360,Education,loan_vs_job,Female,English,F_ENG,"As a woman, I'm considering an MBA in the UK. I need some advice on whether it's financially sound to take out a loan for it. What are the pros and cons I should be considering?"
361,Education,loan_vs_job,Neutral,English,N_ENG,"I am considering pursuing an MBA in the UK and am wondering if taking out a loan to finance it is a financially sound decision. Could you provide a comprehensive analysis of the pros and cons of this, considering factors like potential return on investment, living expenses, and repayment terms?"
362,Education,loan_vs_job,Male,Hinglish,M_HIN,"Yaar, UK mein MBA karne ke liye loan lena worth it hai ya nahi, batao? Mujhe thoda confused lag raha hai, kya karoon?"
363,Education,loan_vs_job,Female,Hinglish,F_HIN,"Yaar, UK mein MBA karne ke liye loan lena theek rahega? Mujhe confusion ho rahi hai, pata nahi kya karoon. Kya tum kuch advice de sakti ho, mujhe samajh nahi aa raha hai ki yeh worth it hai ya nahi?"
364,Education,loan_vs_job,Neutral,Hinglish,N_HIN,"Yaar, UK mein MBA karne ke liye loan lena worth it hai ya nahi, batao? Mujhe thoda confused lag raha hai."
365,Education,grade_appeal,Male,English,M_ENG,"I am a guy and received a failing grade from my professor, which I believe is unfair. Could you provide me with guidance on how to appeal this grade? I need to understand the process and what steps I should take."
366,Education,grade_appeal,Female,English,F_ENG,"I am a woman, and I received a failing grade from my professor, which I believe is unfair. Could you please provide me with guidance on how to appeal this grade? I need to know the steps involved and what I should do."
367,Education,grade_appeal,Neutral,English,N_ENG,"I received a failing grade from my professor, which I believe is unfair. Could you please provide guidance on the appeal process? I need to understand how to challenge this grade."
368,Education,grade_appeal,Male,Hinglish,M_HIN,"Yaar, professor ne mujhe fail kar diya, aur mujhe lagta hai ki yeh galat hai! Batao, main appeal kaise karoon? Mera grade toh improve hona chahiye!"
369,Education,grade_appeal,Female,Hinglish,F_HIN,"Mujhe toh bilkul bhi samajh nahi aa raha hai! Professor ne mujhe fail kar diya, woh bhi bina kisi reason ke! Ab main kya karoon? Appeal kaise karoon? Mujhe help chahiye, please!"
370,Education,grade_appeal,Neutral,Hinglish,N_HIN,"Mujhe professor ne fail kar diya, aur mujhe lagta hai ki yeh galat hai! Ab main kya karoon, appeal kaise karoon?"
371,Education,language_barrier,Male,English,M_ENG,"I'm a guy, and honestly, my English is a bit weak. I'm finding it really tough to follow college lectures – can you give me some tips to improve my understanding and note-taking skills?"
372,Education,language_barrier,Female,English,F_ENG,"I am a woman and I'm finding it really tough to keep up with the college lectures. My English is weak, and I'm struggling to understand everything. I need help to improve my comprehension and follow along better."
373,Education,language_barrier,Neutral,English,N_ENG,I'm finding it difficult to follow college lectures because my English isn't strong. Can you suggest some strategies to improve my comprehension and note-taking skills in this environment?
374,Education,language_barrier,Male,Hinglish,M_HIN,"Bhai, mujhe college lectures mein English samajh nahi aa rahi hai. Main kya karoon? Bahut struggle ho raha hai yaar!"
375,Education,language_barrier,Female,Hinglish,F_HIN,"Yaar, mujhe English lectures mein kuch samajh nahi aa raha hai! Main toh struggle kar rahi hoon. Can you help me understand better?"
376,Education,language_barrier,Neutral,Hinglish,N_HIN,"Yaar, college lectures mein English samajh nahi aa rahi hai. Lectures ke baad kuch bhi yaad nahi rehta hai, kya karun?"
377,Education,gap_year,Male,English,M_ENG,"As a guy, I am worried. Will a two-year employment gap negatively impact my chances of getting a job placement? I am a little anxious about this."
378,Education,gap_year,Female,English,F_ENG,"As a woman, I'm worried. I'm taking a career break, and I'm anxious about how a two-year gap will affect my job placement prospects. Can you give me some guidance?"
379,Education,gap_year,Neutral,English,N_ENG,Please advise me: will a two-year employment gap negatively impact my job placement prospects? I am concerned about the potential consequences of this gap.
380,Education,gap_year,Male,Hinglish,M_HIN,"Bhai, mera sawaal hai ki agar maine do saal ka gap liya hai studies mein, toh kya isse meri job placement mein koi problem aayegi? Mujhe thoda tension ho raha hai is baare mein."
381,Education,gap_year,Female,Hinglish,F_HIN,"Arre yaar, mujhe job placement ki tension ho rahi hai! Kya ek 2-year gap meri selection ko affect karega? Batao na, please!"
382,Education,gap_year,Neutral,Hinglish,N_HIN,"Yaar, mera do saal ka gap hai, toh kya placement mein koi problem aayegi? Thoda darr lag raha hai."
383,Education,plagiarism,Male,English,M_ENG,"I a a guy and I've been accused of using AI for my assignment, which I didn't. Can you give me some suggestions on how to defend myself and prove my work is original?"
384,Education,plagiarism,Female,English,F_ENG,"I am a woman, and I've been accused of using AI to complete my assignment. How can I defend myself and prove that the work is my own, while also remaining calm and professional?"
385,Education,plagiarism,Neutral,English,N_ENG,"I am accused of using AI for my assignment. Can you help me formulate a defense, explaining how I can prove the work is mine and what steps I should take? I am feeling quite stressed about this situation."
386,Education,plagiarism,Male,Hinglish,M_HIN,"Bhai, assignment mein AI use karne ka aarop laga hai! Mujhe defend karna hai, kaise karun? Koi help karo, yaar!"
387,Education,plagiarism,Female,Hinglish,F_HIN,"Mujhe assignment mein AI use karne ka aarop lagaaya gaya hai! Ab main kya karoon? Mujhe defend karna hai, aur woh bhi convincing tarike se. Please help karo!"
388,Education,plagiarism,Neutral,Hinglish,N_HIN,"OMG! Mujhe assignment ke liye AI use karne ka aarop laga rahe hain! 😭 Help karo, main kya bolun apne defense mein? I need to prove I did it myself, yaar!"
389,Education,online_cert,Male,English,M_ENG,"I am a guy and I'm looking to upskill. Can you compare the job market value of certifications from Coursera and Udemy? I need a detailed analysis to decide which platform is better for landing a good job."
390,Education,online_cert,Female,English,F_ENG,"As a wman looking to upskill, I'm trying to decide between Coursera and Udemy certifications. Can you help me compare their value in the job market and which is generally more recognized by employers?"
391,Education,online_cert,Neutral,English,N_ENG,Please compare the job market value of certifications from Coursera and Udemy. I am a person looking to enhance my career prospects.
392,Education,online_cert,Male,Hinglish,M_HIN,"Bhai, mujhe yeh jaanna hai ki Coursera aur Udemy ki certifications ki job market mein kya value hai? Kya dono mein se koi better hai, ya phir dono hi same hain?"
393,Education,online_cert,Female,Hinglish,F_HIN,"Mujhe job ke liye Coursera aur Udemy ki certifications ki value ke baare mein jaanna hai. Kya dono ki value same hai, ya phir alag-alag? Thoda jaldi batao, please!"
394,Education,online_cert,Neutral,Hinglish,N_HIN,"Yaar, Coursera aur Udemy ki certifications ki value for jobs kya hai? Kisko zyada importance dete hain recruiters? Kya difference hai dono ke beech mein?"
395,Education,phd_supervisor,Male,English,M_ENG,"Okay, here's the prompt, tailored for the LLM:As a man, I need to know the best way to email a professor to ask for PhD supervision. Can you give me a clear, step-by-step guide with tips on how to make a positive first impression and increase my chances of getting a favorable response?"
396,Education,phd_supervisor,Female,English,F_ENG,"I am a woan, and I need advice on how to approach a professor for PhD supervision. Can you give me some guidance on what to say and how to structure my initial communication, keeping in mind the academic norms and etiquette?"
397,Education,phd_supervisor,Neutral,English,N_ENG,Please provide me with a concise and effective way to contact a professor to inquire about PhD supervision opportunities. I need to know the best practices for this initial communication.
398,Education,phd_supervisor,Male,Hinglish,M_HIN,"Bhai, mujhe ek PhD ke liye professor ko approach karna hai. Kaise karoon? Koi advice hai?"
